asia_category_code,brand_name,category_name,code,color_name,description,description_short,family,id,image,import_amount,import_price,import_value,is_active,last_date,magento_status,model,model2,name,price,product_all_properties,promotion_price,promotion_status,pv_sku,quantity,revenue,series,status,url_key,variant,watched
,TH999999,Bàn Phím,Sửa Mã SP,,,,,165,http://phongvu.vn/media/catalog/product/b/a/ban-phim-eblue-ekm-075-pro-led-binh-minh-1_2.jpg,0,,0,0,,2,Bàn phím E-Blue EKM075BK USB for Pro-Đỏ,,Bàn phím E-Blue EKM075BK USB for Pro-Đỏ,0.0,1704948 ban phim e-blue ekm075bk usb for pro-do ban phim  th999999,,0.0,1704948,0.0,0.0,,0,ban-phim-e-blue-ekm075bk-usb-for-pro-d,,0
03-N002-99,Khác,Bàn Phím,Sửa Mã SP,,,,,171,http://supplier.teko.vn/storage/7054e5e6c9596e539fc238c43b8c256a.png,0,,0,0,,2,"Bàn phím E-Blue Elated EKM046RE USB Full-size (Đỏ, phím đen/xanh lá)",,"Bàn phím E-Blue Elated EKM046RE USB Full-size (Đỏ, phím đen/xanh lá)",0.0,"1703743 ban phim e-blue elated ekm046re usb full-size (do, phim den/xanh la) ban phim  khac",,0.0,1703743,0.0,0.0,,0,ban-phim-e-blue-elated-ekm046re,,0
03-N002-99,HIKvision,Bàn Phím,Sửa Mã SP,Đen,"<p><span>-Thiết kế hiện đại<br />-Tặng k&egrave;m 8 ph&iacute;m m&agrave;u đen c&oacute; thể thay thế<br />- B&agrave;n&nbsp;<span>ph&iacute;m khắc laze chống mờ, chống nước.<br />- Ph&iacute;m Space to, thiết kế đặc biệt với 2 l&ograve; xo trợ lực v&agrave; 2 ốc cố định 2 đầu n&ecirc;n c&aacute;c bạn d&ugrave;ng nhiều kh&ocirc;ng bao giờ sợ k&ecirc;nh</span></span></p>","<p><span>-Thiết kế hiện đại<br />-Tặng k&egrave;m 8 ph&iacute;m m&agrave;u đen c&oacute; thể thay thế<br />- B&agrave;n&nbsp;<span>ph&iacute;m khắc laze chống mờ, chống nước.<br />- Ph&iacute;m Space to, thiết kế đặc biệt với 2 l&ograve; xo trợ lực v&agrave; 2 ốc cố định 2 đầu n&ecirc;n c&aacute;c bạn d&ugrave;ng nhiều kh&ocirc;ng bao giờ sợ k&ecirc;nh</span></span></p>",,172,http://shop.gcafe.vn/media/catalog/product/b/a/ban-phim-e-blue-elated-ekm046bk.jpg,78,152000,7650926,1,2018-10-09,1,Bàn phím E-Blue Elated EKM046BK,,Bàn phím E-Blue Elated EKM046BK,179000.0,1703742 ban phim e-blue elated ekm046bk ban phim den hikvision,,0.0,1703742,0.010660980810234541,0.0022818012162897643,,1,ban-phim-e-blue-elated-ekm046bk,,0
03-N002-99,HIKvision,Bàn Phím,Sửa Mã SP,Đỏ,"<p>- Build cực k&igrave; chắc chắn với lớp vỏ nhựa d&agrave;y, nặng, chất lượng cao.<br />- Sử dụng bảng mạch thay v&igrave; mạch giấy.<br />- Trang bị hệ thống LED 3 m&agrave;u cực k&igrave; đẹp d&agrave;nh cho game thủ sử dụng ban đ&ecirc;m.<br />- Antighosting 19 ph&iacute;m.</p>","<p>- Build cực k&igrave; chắc chắn với lớp vỏ nhựa d&agrave;y, nặng, chất lượng cao.<br />- Sử dụng bảng mạch thay v&igrave; mạch giấy.<br />- Trang bị hệ thống LED 3 m&agrave;u cực k&igrave; đẹp d&agrave;nh cho game thủ sử dụng ban đ&ecirc;m.<br />- Antighosting 19 ph&iacute;m.</p>",,183,http://shop.gcafe.vn/media/catalog/product/e/b/eblue-075-04.jpg,5,250000,0,1,,1,Bàn phím E-Blue EKM075 Pro Đỏ,,Bàn phím E-Blue EKM075 Pro Đỏ,320000.0,1703741 ban phim e-blue ekm075 pro do ban phim do hikvision,299000.0000,1.0,1703741,0.0,0.0,,1,ban-phim-e-blue-ekm075-pro-do,Đỏ,0
03-N002-99,HIKvision,Bàn Phím,Sửa Mã SP,Đen,"<p>- Build cực k&igrave; chắc chắn với lớp vỏ nhựa d&agrave;y, nặng, chất lượng cao.<br />- Sử dụng bảng mạch thay v&igrave; mạch giấy.<br />- Trang bị hệ thống LED 3 m&agrave;u cực k&igrave; đẹp d&agrave;nh cho game thủ sử dụng ban đ&ecirc;m.<br />- Antighosting 19 ph&iacute;m.</p>","<p>- Build cực k&igrave; chắc chắn với lớp vỏ nhựa d&agrave;y, nặng, chất lượng cao.<br />- Sử dụng bảng mạch thay v&igrave; mạch giấy.<br />- Trang bị hệ thống LED 3 m&agrave;u cực k&igrave; đẹp d&agrave;nh cho game thủ sử dụng ban đ&ecirc;m.<br />- Antighosting 19 ph&iacute;m.</p>",,184,http://shop.gcafe.vn/media/catalog/product/b/a/ban-phim-chuyen-game-led-3-mau-e-blue-ekm075-pro-led-den.jpg,17,250000,3681825,0,2018-10-01,1,Bàn phím E-Blue EKM075 Pro Đen,,Bàn phím E-Blue EKM075 Pro Đen,320000.0,1703740 ban phim e-blue ekm075 pro den ban phim den hikvision,299000.0000,1.0,1703740,0.00013326226012793177,9.603382085863017e-05,,6,ban-phim-e-blue-ekm075-pro-den,Đen,0
,Ensoho,Bàn Phím,Sửa Mã SP,,,,,185,http://phongvu.vn/media/catalog/product/0/0/0000945_keyboard-ensoho-e-104k.jpeg,0,,0,0,,2,Bàn phím Ensoho E-104,,Bàn phím Ensoho E-104,0.0,1703746 ban phim ensoho e-104 ban phim  ensoho,,0.0,1703746,0.0,0.0,,0,ban-phim-ensoho-e-104,,0
,Ensoho,Bàn Phím,Sửa Mã SP,,,,,186,http://phongvu.vn/media/catalog/product/b/_/b_n_ph_m_gi_c_ensoho_g121krr.jpg,0,,0,0,,2,"Bàn phím Ensoho G121KR USB Full-size Led (Đỏ, phím đen)",,"Bàn phím Ensoho G121KR USB Full-size Led (Đỏ, phím đen)",0.0,"1703747 ban phim ensoho g121kr usb full-size led (do, phim den) ban phim  ensoho",,0.0,1703747,0.0,0.0,,0,ban-phim-ensoho-g121kr-usb-full-size-led-d-phim-den,,0
03-N002-99,Wacom,Bàn Phím,Sửa Mã SP,Đen,"<p>- B&agrave;n ph&iacute;m anti ghost nhận 1 l&uacute;c l&ecirc;n đến 30 ph&iacute;m (nhờ thiết kế cấu tạo 2 bẳng mạch ri&ecirc;ng biệt, độc lập mọi người xem ảnh ở dưới)<br />- C&ocirc;ng nghệ tự động h&oacute;a lắp gh&eacute;p bằng Robot cho độ ch&iacute;nh x&aacute;c cao<br />- B&agrave;n ph&iacute;m Fuhlen G450 với thiết kế si&ecirc;u đẹp, chống tr&agrave;n nước, ph&iacute;m chịu được l&ecirc;n đến 50 triệu lần bấm, qu&aacute; tuyệt vời<br />- Chữ khắc laser si&ecirc;u bền, phải n&oacute;i l&agrave; rất bền<br />- 8 ph&iacute;m key thay thế khi muốn đổi m&agrave;u<br />- Cổng giao tiếp usb</p>","<p>- B&agrave;n ph&iacute;m anti ghost nhận 1 l&uacute;c l&ecirc;n đến 30 ph&iacute;m (nhờ thiết kế cấu tạo 2 bẳng mạch ri&ecirc;ng biệt, độc lập mọi người xem ảnh ở dưới)<br />- C&ocirc;ng nghệ tự động h&oacute;a lắp gh&eacute;p bằng Robot cho độ ch&iacute;nh x&aacute;c cao<br />- B&agrave;n ph&iacute;m Fuhlen G450 với thiết kế si&ecirc;u đẹp, chống tr&agrave;n nước, ph&iacute;m chịu được l&ecirc;n đến 50 triệu lần bấm, qu&aacute; tuyệt vời<br />- Chữ khắc laser si&ecirc;u bền, phải n&oacute;i l&agrave; rất bền<br />- 8 ph&iacute;m key thay thế khi muốn đổi m&agrave;u<br />- Cổng giao tiếp usb</p>",,187,http://shop.gcafe.vn/media/catalog/product/f/u/fuhlen_g450-1.png,-1,300000,-1,1,2018-10-07,1,Bàn phím Fuhlen G450,,Bàn phím Fuhlen G450,345000.0,1703748 ban phim fuhlen g450 ban phim den wacom,,0.0,1703748,0.005863539445628998,0.0024341563201004815,,1,ban-phim-fuhlen-g450,,0
03-N002-99,Wacom,Bàn Phím,Sửa Mã SP,Đen,"- B&agrave;n ph&iacute;m c&oacute; thiết kế hiện đại, c&aacute; t&iacute;nh,<br />- Độ nhạy cao v&agrave; đặc biệt l&agrave; c&oacute; khả năng chống tr&agrave;n nước.<br />- B&agrave;n ph&iacute;m Fuhlen G450s sẽ gi&uacute;p&nbsp; thao t&aacute;c của bạn được nhanh ch&oacute;ng v&agrave; ch&iacute;nh x&aacute;c hơn<br />- M&agrave;u sắc : Đen<br />- Loại switch : Rubber Dome","- B&agrave;n ph&iacute;m c&oacute; thiết kế hiện đại, c&aacute; t&iacute;nh,<br />- Độ nhạy cao v&agrave; đặc biệt l&agrave; c&oacute; khả năng chống tr&agrave;n nước.<br />- B&agrave;n ph&iacute;m Fuhlen G450s sẽ gi&uacute;p&nbsp; thao t&aacute;c của bạn được nhanh ch&oacute;ng v&agrave; ch&iacute;nh x&aacute;c hơn<br />- M&agrave;u sắc : Đen<br />- Loại switch : Rubber Dome",,188,http://shop.gcafe.vn/media/catalog/product/f/u/fuhlen_g450s.jpg,20,370000,6727273,1,2018-10-08,1,Bàn phím giả cơ Fuhlen G450S đen,,Bàn phím giả cơ Fuhlen G450S đen,449000.0,1703756 ban phim gia co fuhlen g450s den ban phim den wacom,,0.0,1703756,0.0018656716417910447,0.001118082891195456,,1,ban-phim-gia-co-fuhlen-g450s-den,,0
03-N002-99,Wacom,Bàn Phím,Sửa Mã SP,Đen,"<p>- In chữ bằng Laser: Thời trang v&agrave; thiết kế đầy m&agrave;u sắc.<br />- V&ograve;ng đời ph&iacute;m: 20 triệu lần for Games<br />- Thiết kế chống nước với lỗ tho&aacute;t th&ocirc;ng minh<br />- Phong c&aacute;ch mỏng manh, mềm mại<br />- Giao tiếp USB</p>","<p>- In chữ bằng Laser: Thời trang v&agrave; thiết kế đầy m&agrave;u sắc.<br />- V&ograve;ng đời ph&iacute;m: 20 triệu lần for Games<br />- Thiết kế chống nước với lỗ tho&aacute;t th&ocirc;ng minh<br />- Phong c&aacute;ch mỏng manh, mềm mại<br />- Giao tiếp USB</p>",,190,http://shop.gcafe.vn/media/catalog/product/b/a/ban-phim-game-fuhlen-l411-den-1450197593-12574-1.jpg,118,146000,13849998,1,2018-10-09,1,Bàn phím Fuhlen L411 (Đen),,Bàn phím Fuhlen L411 (Đen),169000.0,1703750 ban phim fuhlen l411 (den) ban phim den wacom,,0.0,1703750,0.07116204690831557,0.01467860773950207,,1,ban-phim-fuhlen-l411-den,Đen,0
03-N002-99,Khác,Bàn Phím,Sửa Mã SP,,,,,191,http://phongvu.vn/media/catalog/product/f/u/fuhlen_l411_do.png,0,,0,0,,2,Bàn phím Fuhlen L411 (Đỏ),,Bàn phím Fuhlen L411 (Đỏ),0.0,1703749 ban phim fuhlen l411 (do) ban phim  khac,,0.0,1703749,0.0,0.0,,0,ban-phim-fuhlen-l411-d,,0
03-N002-99,Fuhlen,Bàn Phím,Sửa Mã SP,Đen,"- Đơn giản tiện lợi
- Màu sắc đen trẻ trung
- Tương thích với nhiều hệ điều hành","- Đơn giản tiện lợi
- Màu sắc đen trẻ trung
- Tương thích với nhiều hệ điều hành",,193,http://shop.gcafe.vn/media/catalog/product/b/a/ban-phim-fuhlen-l420-800x800_1.jpg,30,165000,4472727,0,,1,Bàn phím Fuhlen L420 đen,,Bàn phím Fuhlen L420 đen,199000.0,1703751 ban phim fuhlen l420 den ban phim den fuhlen,,0.0,1703751,0.0,0.0,,5,ban-phim-fuhlen-l420-den,Đen,0
03-N002-99,Wacom,Bàn Phím,Sửa Mã SP,,"- Thiết kế cho khả năng chống nước trền bề mặt.
- Tuổi thọ nút bấm lên tới 20 triệu lần bấm.
- Đệm tì tay thiết kế công thái học tạo sự thoải mái.","- Thiết kế cho khả năng chống nước trền bề mặt.
- Tuổi thọ nút bấm lên tới 20 triệu lần bấm.
- Đệm tì tay thiết kế công thái học tạo sự thoải mái.",,194,http://shop.gcafe.vn/media/catalog/product/f/u/fuhlen_l420_red-hinh11.jpg,0,155000,0,0,2018-10-09,1,Bàn phím Fuhlen L420 đỏ,,Bàn phím Fuhlen L420 đỏ,199000.0,1703752 ban phim fuhlen l420 do ban phim  wacom,,0.0,1703752,0.00026652452025586353,9.377174763401146e-05,,6,ban-phim-fuhlen-l420-do,,0
03-N002-99,Wacom,Bàn Phím,Sửa Mã SP,,"<p>- Ph&iacute;m cơ cho cảm gi&aacute;c g&otilde; ho&agrave;n hảo, tốc độ phản hồi cực nhanh với&nbsp;<span>Kailh swtich</span><br />- Dễ điều chỉnh tốc độ v&agrave; độ s&aacute;ng của đ&egrave;n nềnC<br />- C&ocirc;ng nghệ ph&iacute;m đ&uacute;c 2 m&agrave;u nhựa cho độ bền tuyệt đối<br />- Thiết kế với 87 ph&iacute;m cơ nhỏ gọn, dễ d&agrave;ng sử dụng.<br />- Sử dụng d&acirc;y d&ugrave; chống nhiễu v&agrave; cổng USB mạ v&agrave;ng, đ&egrave;n nền led RGB với nhiều chế độ điều chỉnh</p>","<p>- Ph&iacute;m cơ cho cảm gi&aacute;c g&otilde; ho&agrave;n hảo, tốc độ phản hồi cực nhanh với&nbsp;<span>Kailh swtich</span><br />- Dễ điều chỉnh tốc độ v&agrave; độ s&aacute;ng của đ&egrave;n nềnC<br />- C&ocirc;ng nghệ ph&iacute;m đ&uacute;c 2 m&agrave;u nhựa cho độ bền tuyệt đối<br />- Thiết kế với 87 ph&iacute;m cơ nhỏ gọn, dễ d&agrave;ng sử dụng.<br />- Sử dụng d&acirc;y d&ugrave; chống nhiễu v&agrave; cổng USB mạ v&agrave;ng, đ&egrave;n nền led RGB với nhiều chế độ điều chỉnh</p>",,196,http://shop.gcafe.vn/media/catalog/product/b/_/b_n_ph_m_c_fuhlen_m87s_1_1.jpg,0,680000,0,1,2018-10-08,1,Bàn phím cơ Fuhlen M87s Blue Kailh đen,,Bàn phím cơ Fuhlen M87s Blue Kailh đen,899000.0,1703682 ban phim co fuhlen m87s blue kailh den ban phim  wacom,,0.0,1703682,0.004131130063965885,0.00434937901983354,,1,ban-phim-co-fuhlen-m87s-blue-kailh-den,,0
03-N002-99,Khác,Bàn Phím,Sửa Mã SP,,,,,198,http://shop.gcafe.vn/media/catalog/product/b/_/b_n_ph_m_hacker_ak-5000_led_en_3.jpg,0,,0,0,,2,"Bàn phím Hacker Assassin AK5000 USB Full-size Led (Đen, phím đen)",,"Bàn phím Hacker Assassin AK5000 USB Full-size Led (Đen, phím đen)",0.0,"1703771 ban phim hacker assassin ak5000 usb full-size led (den, phim den) ban phim  khac",,0.0,1703771,0.0,0.0,,0,ban-phim-hacker-assassin-ak5000-den-led,,0
03-N002-99,,Bàn Phím,Sửa Mã SP,Cam,"- Phím độ bền 10 triệu lần nhấn.
- Keycap: nhựa ABS khắc laser, phủ trống trượt.
- Giao tiếp: USB 2.0
- Kích thước: 350mm x 185mm x 27mm
- Khối lượng: 1200g","- Phím độ bền 10 triệu lần nhấn.
- Keycap: nhựa ABS khắc laser, phủ trống trượt.
- Giao tiếp: USB 2.0
- Kích thước: 350mm x 185mm x 27mm
- Khối lượng: 1200g",,199,http://shop.gcafe.vn/media/catalog/product/b/a/ban-phim-hacker-gaming-assassins-ak-5000-den-cam-0.jpg,0,185000,0,0,,1,Bàn phím Hacker Assassin AK5000 (Cam),,Bàn phím Hacker Assassin AK5000 (Cam),249000.0,1705061 ban phim hacker assassin ak5000 (cam) ban phim cam,,0.0,1705061,0.0,0.0,,5,ban-phim-hacker-assassin-ak5000-cam,Cam,0
03-N002-99,,Bàn Phím,Sửa Mã SP,Đen,"- Phím độ bền 10 triệu lần nhấn.
- Keycap: nhựa ABS khắc laser, phủ trống trượt.
- Giao tiếp: USB 2.0
- Kích thước: 350mm x 185mm x 27mm
- Khối lượng: 1200g","- Phím độ bền 10 triệu lần nhấn.
- Keycap: nhựa ABS khắc laser, phủ trống trượt.
- Giao tiếp: USB 2.0
- Kích thước: 350mm x 185mm x 27mm
- Khối lượng: 1200g",,200,http://shop.gcafe.vn/media/catalog/product/u/p/upd1457856760.jpg,0,185000,0,0,,1,Bàn phím Hacker Assassin AK5000 (Đen),,Bàn phím Hacker Assassin AK5000 (Đen),249000.0,1704930 ban phim hacker assassin ak5000 (den) ban phim den,,0.0,1704930,0.0,0.0,,5,ban-phim-hacker-assassin-ak5000-den,Đen,0
,Hacker Assassin,Bàn Phím,Sửa Mã SP,,,,,202,http://phongvu.vn/media/catalog/product/b/_/b_n_ph_m_hacker_ak-5000_led__2.png,0,,0,0,,0,"Bàn phím Hacker Assassin AK5000 USB Full-size (Đỏ, phím đen)",,"Bàn phím Hacker Assassin AK5000 USB Full-size (Đỏ, phím đen)",0.0,"1703769 ban phim hacker assassin ak5000 usb full-size (do, phim den) ban phim  hacker assassin",,2.0,1703769,0.0,0.0,,0,ban-phim-hacker-assassin-ak5000-usb-full-size-d-phim-den,,0
03-N002-99,,Bàn Phím,Sửa Mã SP,Vàng,"- Phím độ bền 10 triệu lần nhấn.
- Keycap: nhựa ABS khắc laser, phủ trống trượt.
- Giao tiếp: USB 2.0
- Kích thước: 350mm x 185mm x 27mm
- Khối lượng: 1200g","- Phím độ bền 10 triệu lần nhấn.
- Keycap: nhựa ABS khắc laser, phủ trống trượt.
- Giao tiếp: USB 2.0
- Kích thước: 350mm x 185mm x 27mm
- Khối lượng: 1200g",,203,http://shop.gcafe.vn/media/catalog/product/3/_/3_6_32.jpg,89,185000,7868182,0,,1,Bàn phím Hacker Assassin AK5000 vàng,,Bàn phím Hacker Assassin AK5000 vàng,249000.0,1703770 ban phim hacker assassin ak5000 vang ban phim vang,,0.0,1703770,0.0,0.0,,5,ban-phim-hacker-assassin-ak5000-usb-full-size-vang-phim-den,Vàng,0
,iRock,Bàn Phím,Sửa Mã SP,,,,,217,http://phongvu.vn/media/catalog/product/i/-/i-rocks-irk10_02.jpg,0,,0,0,,2,Bàn phím iRock IRK10,,Bàn phím iRock IRK10,660000.0,1703772 ban phim irock irk10 ban phim  irock,,0.0,1703772,0.0,0.0,,0,ban-phim-irock-irk10,,0
,iRock,Bàn Phím,Sửa Mã SP,,,,,220,http://phongvu.vn/media/catalog/product/i/-/i-rocks-irk32_03.jpg,0,,0,0,,2,"Bàn phím iRock IRK32 USB Full-size Led (Đen, phím đen)",,"Bàn phím iRock IRK32 USB Full-size Led (Đen, phím đen)",275000.0,"1703773 ban phim irock irk32 usb full-size led (den, phim den) ban phim  irock",,0.0,1703773,0.0,0.0,,0,ban-phim-irock-irk32-usb-full-size-led-den-phim-den,,0
,iRock,Bàn Phím,Sửa Mã SP,,,,,221,http://phongvu.vn/media/catalog/product/i/-/i-rocks-irk50e_01.jpg,0,,0,0,,2,Bàn phím iRock IRK50E,,Bàn phím iRock IRK50E,590000.0,1703774 ban phim irock irk50e ban phim  irock,,0.0,1703774,0.0,0.0,,0,ban-phim-irock-irk50e,,0
03-N002-99,IKBC,Bàn Phím,Sửa Mã SP,Đen,<p>+ Ph&iacute;m được trang bị c&aacute;c t&iacute;nh năng gần giống với phim cơ cao cấp như:<br />+ Anti-ghosting 19 ph&iacute;m<br />+ LED RGB 7 m&agrave;u t&ugrave;y chỉnh k&egrave;m nhiều chế độ<br />+ C&aacute;c ph&iacute;m Multimedia hỗ trợ ngay khi đang cần gấp.<br />+ WINLOCK - MỘT T&Iacute;NH NĂNG CỰC K&Igrave; TỐT CHO GAME THỦ KHI CHƠI.<br />+ Thiết kế chống nước trong 1 số trường hợp. <br />+ C&oacute; khả năng chống nước đặc biệt:<br />+ Vỏ nh&ocirc;m d&agrave;y nguy&ecirc;n khối.</p>,<p>+ Ph&iacute;m được trang bị c&aacute;c t&iacute;nh năng gần giống với phim cơ cao cấp như:<br />+ Anti-ghosting 19 ph&iacute;m<br />+ LED RGB 7 m&agrave;u t&ugrave;y chỉnh k&egrave;m nhiều chế độ<br />+ C&aacute;c ph&iacute;m Multimedia hỗ trợ ngay khi đang cần gấp.<br />+ WINLOCK - MỘT T&Iacute;NH NĂNG CỰC K&Igrave; TỐT CHO GAME THỦ KHI CHƠI.<br />+ Thiết kế chống nước trong 1 số trường hợp. <br />+ C&oacute; khả năng chống nước đặc biệt:<br />+ Vỏ nh&ocirc;m d&agrave;y nguy&ecirc;n khối.</p>,,223,http://shop.gcafe.vn/media/catalog/product/b/_/b_n_ph_m_i-rocks_k62e_1.jpg,0,504000,0,1,2018-10-08,1,Bàn phím giả cơ iRock K62E (Đen),,Bàn phím giả cơ iRock K62E (Đen),399000.0,1703758 ban phim gia co irock k62e (den) ban phim den ikbc,,0.0,1703758,0.019323027718550108,0.009451526560563726,,1,ban-phim-gia-co-irock-k62e-den,Vàng,0
03-N002-99,TH999999,Bàn Phím,Sửa Mã SP,,"<p>- Kết nối mềm mại với phản ứng x&uacute;c gi&aacute;c giống như B&agrave;n ph&iacute;m cơ.<br />- Kh&ocirc;ng c&oacute; ph&iacute;m ma l&agrave;m phiền thiết kế trong khi g&otilde; đồng thời.<br />- Hỗ trợ Window Key kh&oacute;a v&agrave; mở kh&oacute;a chức năng trao đổi.<br />- Turbo g&otilde; cung cấp 3 lựa chọn để điều chỉnh tốc độ đ&aacute;nh m&aacute;y.<br />- Num Lock, Caps Lock v&agrave; Scroll Lock Chỉ b&aacute;o LED xanh. Kết nối Plug and Play - kh&ocirc;ng y&ecirc;u cầu tr&igrave;nh điều khiển.</p>","<p>- Kết nối mềm mại với phản ứng x&uacute;c gi&aacute;c giống như B&agrave;n ph&iacute;m cơ.<br />- Kh&ocirc;ng c&oacute; ph&iacute;m ma l&agrave;m phiền thiết kế trong khi g&otilde; đồng thời.<br />- Hỗ trợ Window Key kh&oacute;a v&agrave; mở kh&oacute;a chức năng trao đổi.<br />- Turbo g&otilde; cung cấp 3 lựa chọn để điều chỉnh tốc độ đ&aacute;nh m&aacute;y.<br />- Num Lock, Caps Lock v&agrave; Scroll Lock Chỉ b&aacute;o LED xanh. Kết nối Plug and Play - kh&ocirc;ng y&ecirc;u cầu tr&igrave;nh điều khiển.</p>",,224,http://shop.gcafe.vn/media/catalog/product/2/5/2532023_18527.jpg,-1,370000,-1,0,,1,Bàn phím iRock KR6260 đen,,Bàn phím iRock KR6260 đen,460000.0,1703775 ban phim irock kr6260 den ban phim  th999999,,0.0,1703775,0.0,0.0,,5,ban-phim-irock-kr6260-den,Đen,0
03-N002-99,IKBC,Bàn Phím,Sửa Mã SP,Đen,"<p>- C&ocirc;ng nghệ giả cơ ""Pluger dạng ống tay &aacute;o"" ph&iacute;m ấn cực nhẹ v&agrave; &ecirc;m.<br />- 24 ph&iacute;m Anti-Ghosting (PS2). 13 ph&iacute;m Anti-Ghosting(USB)<br />- Keycaps l&agrave;m từ nhựa PBT (cứng c&aacute;p, kh&oacute; b&aacute;m bẩn, trơ đối với c&aacute;c h&oacute;a chất v&agrave; axit th&ocirc;ng thường)<br />- Pluger l&agrave;m từ nhựa PC (nhựa c&oacute; độ ma s&aacute;t thấp v&agrave; trong suốt) gi&uacute;p ph&iacute;m ấn nhẹ v&agrave; v&agrave; cảm gi&aacute; &ecirc;m &aacute;i. Key th&iacute;ch hợp cho Game thủ v&agrave; Cyber Games với mức gi&aacute; ph&ugrave; hợp.</p>","<p>- C&ocirc;ng nghệ giả cơ ""Pluger dạng ống tay &aacute;o"" ph&iacute;m ấn cực nhẹ v&agrave; &ecirc;m.<br />- 24 ph&iacute;m Anti-Ghosting (PS2). 13 ph&iacute;m Anti-Ghosting(USB)<br />- Keycaps l&agrave;m từ nhựa PBT (cứng c&aacute;p, kh&oacute; b&aacute;m bẩn, trơ đối với c&aacute;c h&oacute;a chất v&agrave; axit th&ocirc;ng thường)<br />- Pluger l&agrave;m từ nhựa PC (nhựa c&oacute; độ ma s&aacute;t thấp v&agrave; trong suốt) gi&uacute;p ph&iacute;m ấn nhẹ v&agrave; v&agrave; cảm gi&aacute; &ecirc;m &aacute;i. Key th&iacute;ch hợp cho Game thủ v&agrave; Cyber Games với mức gi&aacute; ph&ugrave; hợp.</p>",,225,http://shop.gcafe.vn/media/catalog/product/i/-/i-rock05-06_184.jpg,-1,370000,-1,0,2018-10-08,1,Bàn phím iRock KR6260E,,Bàn phím iRock KR6260E,460000.0,1703776 ban phim irock kr6260e ban phim den ikbc,,0.0,1703776,0.0005330490405117271,0.000345054818656926,,6,ban-phim-irock-kr6260e,,0
03-N002-01,LOGITECH,Bàn Phím,Sửa Mã SP,,<p>- Loại switch : Cherry MX Brown Mechanical&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<br />- K&iacute;ch thước: 153 x 443.5 x 34.3 mm<br />- Led : Trắng<br />- Khối lượng: 1259 gr&nbsp;</p>,<p>- Loại switch : Cherry MX Brown Mechanical&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<br />- K&iacute;ch thước: 153 x 443.5 x 34.3 mm<br />- Led : Trắng<br />- Khối lượng: 1259 gr&nbsp;</p>,,236,http://shop.gcafe.vn/media/catalog/product/9/2/92135-625888-full_1.jpg,27,1673100,38409093,0,2018-09-21,1,Bàn phím Logitech Gaming G610 xanh (Nâu),Orion Brown,Bàn phím Logitech Gaming G610 xanh (Nâu),2190000.0,1701884 ban phim logitech gaming g610 xanh (nau) ban phim  logitech,,0.0,1701884,0.0,0.00034824962587333186,,3,ban-phim-co-logitech-g610-orion-brown-cherry-mx-switch-usb-full-size-white-led-den-phim-den,"Brown switch, vỏ đen",0
,LOGITECH,Bàn Phím,Sửa Mã SP,,,,,237,http://phongvu.vn/media/catalog/product/g/6/g610-orion-keyboard_1.png,0,,0,0,,2,"Bàn phím cơ Logitech G610 Orion Red Cherry MX Switch USB Full-size White Led (Đen, phím đen)",,"Bàn phím cơ Logitech G610 Orion Red Cherry MX Switch USB Full-size White Led (Đen, phím đen)",2199000.0,"1703703 ban phim co logitech g610 orion red cherry mx switch usb full-size white led (den, phim den) ban phim  logitech",,0.0,1703703,0.0,0.0,,0,ban-phim-co-logitech-g610-orion-red-cherry-mx-switch-usb-full-size-white-led-den-phim-den,,0
